movie_title,plot,genre
Red Zone 304,"A lone wolf agent discovers a conspiracy inside the a powerful corporation and goes rogue to expose the truth. Pursued by assassins across London, he must survive long enough to bring down the mastermind.",Action
Killzone 462,"A retired undercover cop is pulled back into action when his son is kidnapped by a ruthless crime lord. He tears through the underworld to get her back, leaving nothing standing in his path.",Action
Children of the Void 69,"A librarian discovers that every book in her archive is a locked door to a real world. When pages start going blank, she must enter the stories to save them — and herself. When the gods abandon the world, a reluctant mortal shepherd is chosen by an ancient deity to become the new keeper of balance — without any idea how.",Fantasy
Pebble & Pine 748,"A forgetful sea turtle accidentally ends up leading a migration across the entire ocean, making unlikely friends and discovering a confidence he never knew he had.",Animation
Collateral Doubt 381,A cryptographer at a top-secret facility decodes a message that shouldn't exist — a warning from an insider that the organization she works for is planning something catastrophic.,Thriller
Still Waters 870,"When a beloved programmer is accused of a crime he didn't commit, his family fights to clear his name in a system designed to silence them. A documentary filmmaker returns to her hometown and uncovers a long-buried secret that changes everything she believed about her childhood and her family.",Drama
Best Worst Plan 940,A strait-laced nurse switches lives with a free-spirited artist for one chaotic week and discovers that everything they thought they wanted was completely wrong.,Comedy
Dreambreaker 530,"Three sibling dragons defy their clan's ancient traditions to compete in the legendary Sky Race, discovering that the race's grand prize hides a secret that changes dragon history.",Animation
What Follows 956,"A small a skyscraper is gripped by paranoia after residents begin disappearing one by one, leaving behind nothing but cryptic symbols etched into walls. A group of college students venture into the a remote mountain facility for the weekend, only to realize they are being hunted by something that cannot be reasoned with or outrun.",Horror
Right Place 844,"Set against the backdrop of Tokyo, a chance encounter on a rainy afternoon leads two strangers to question everything they thought they knew about love.",Romance
Killzone 855,"A former marine must race against time to dismantle a deadly terror network before it destroys a skyscraper. Armed with only his wits and a improvised explosive, he fights his way through waves of mercenaries in a relentless high-octane chase.",Action
Best Worst Plan 86,"Three best friends plan what they think will be the perfect surprise party, but every step goes spectacularly wrong, leading to a night none of them will ever forget — or live down.",Comedy
The Last Lantern 748,A young fox discovers she has the rare ability to communicate with the spirit world and must journey across enchanted lands to rescue her village from an ancient curse.,Animation
Better Half 922,"Set against the backdrop of Tokyo, a chance encounter on a rainy afternoon leads two strangers to question everything they thought they knew about love.",Romance
What Follows 728,A sleep researcher discovers that her test subjects share the same recurring nightmare — and the creature inside it has started crossing over into the waking world.,Horror
After the Headlines 798,Groundbreaking archive footage and new interviews reveal the untold story behind one of the Prohibition era's most consequential — and deliberately forgotten — scientific discoveries.,Documentary
The Mix-Up 121,A strait-laced accountant switches lives with a free-spirited surfer for one chaotic week and discovers that everything they thought they wanted was completely wrong. A bumbling programmer accidentally gets mistaken for a world-class spy and must keep up the ruse during a high-stakes summit in Sydney. Hilarity ensues as his cover gets more elaborate by the minute.,Comedy
